text,primary_emotion,secondary_emotions,meta_emotions,sentiment,interaction_style,intensity,context
"Had to say goodbye to our family dog today after 13 wonderful years. My heart feels heavy, but I’m so thankful for the love they brought into our lives. 🐾💔",Grief,"['Gratitude', 'Reflection']","['Reflection on loss', 'Commitment to cherishing memories']",Mixed,Supportive,9,Family
"I woke up, went through the motions, and now I’m back to bed. It’s just another day. 💤",Neutral,"['Indifference', 'Calm']","['Reflection on routine', 'Commitment to stability']",Neutral,Indifferent,5,Everyday Life
"I saw a friend’s post today, and I’m happy for them, but I can’t help feeling left out. Maybe I should stop comparing myself. 🤔",Insecurity,"['Sadness', 'Jealousy']","['Reflection on comparison', 'Commitment to self-worth']",Negative,Supportive,8,Social Media
"Reading the rejection letter, I felt a sharp sting of failure, but it was quickly replaced by a resolve to refine my craft and try again.",Disappointment,"['Determination', 'Hope']","['Respect for perseverance', 'Belief in personal growth']",Ambiguous,Encouraging,6,Career
"I’ve never felt more alive than I do right now. Everything seems possible, and I’m ready to take on whatever life throws at me. 🎢",Excitement,"['Anticipation', 'Joy']","['Reflection on potential', 'Commitment to embracing change']",Positive,Empowering,9,Personal Growth
I’ve been feeling disconnected from my roots lately. I need to revisit my past and reconnect with where I came from. 🌳,Nostalgia,"['Longing', 'Sadness']","['Reflection on identity', 'Commitment to roots']",Negative,Supportive,8,Family
"As I opened the letter confirming my acceptance to the program, I felt a surge of excitement and pride. But alongside it was a lingering anxiety, wondering if I was truly ready for the challenge that awaited me.",Excitement,"['Pride', 'Anxiety']","['Confidence about the future', 'Fear of inadequacy']",Mixed,Conflicted,9,Education (Opportunity)
"Completing my first marathon, despite the pain and challenges, left me with an immense sense of accomplishment and resilience.",Accomplishment,"['Pride', 'Relief']","['Satisfaction about perseverance', 'Gratitude for inner strength']",Positive,Reflective,10,Personal Growth
"I’m feeling frustrated by the lack of progress at work. I keep putting in the effort, but nothing seems to change. 😤",Frustration,"['Exhaustion', 'Disappointment']","['Reflection on effort', 'Commitment to persistence']",Negative,Supportive,9,Career
"Spent the whole weekend deep cleaning my place. Exhausting, but now it feels like a fresh start. There’s something so satisfying about seeing everything neat and organized again. ✨",Relief,"['Satisfaction', 'Gratitude']","['Reflection on the benefits of effort', 'Commitment to maintaining organization']",Positive,Empowering,8,Everyday Life
"I’ve been so tired lately. Everything feels like a struggle, but I just keep pushing through. 😓",Exhaustion,"['Frustration', 'Overwhelm']","['Reflection on fatigue', 'Commitment to rest']",Negative,Supportive,9,Everyday Life
"My partner forgot our anniversary. I feel really disappointed, but I also know they’ve been so stressed lately. I’m choosing to talk it out instead of holding onto this. 💔",Disappointment,"['Empathy', 'Understanding']","['Reflection on forgiveness', 'Commitment to clear communication']",Negative,Supportive,7,Relationships
"Saw a friend post about their trip to Japan, and I felt so happy for them. But it also made me miss traveling and reminded me of how much I want to visit new places again. 🌏",Admiration,"['Longing', 'Hope']","['Reflection on personal goals', 'Commitment to saving for travel']",Ambiguous,Supportive,7,Social Media
"As I watched the sunset from the beach, I felt a profound sense of serenity, but there was also an undercurrent of sadness, knowing that these moments of peace were fleeting and that life moves too quickly.",Serenity,"['Sadness', 'Appreciation']","[""Reflection on life's brevity"", 'Gratitude for the present moment']",Mixed,Reflective,8,Nature (Contemplation)
"As I completed the painting, the vibrant colors reflected the joy I felt within—a triumph of creativity that had brought life to my vision.",Joy,"['Satisfaction', 'Pride']","['Gratitude for inspiration', 'Admiration for the creative process']",Positive,Empowering,9,Art
"I feel so proud of how much I've accomplished this year. It wasn’t easy, but it’s been worth it. 🎯",Pride,"['Contentment', 'Relief']","['Reflection on perseverance', 'Commitment to personal growth']",Positive,Empowering,9,Personal Growth
"When I read the anonymous thank-you note for my community work, I felt an overwhelming gratitude for their kind words, mixed with renewed motivation to continue making an impact.",Gratitude,"['Inspiration', 'Pride']","['Reflection on the power of kindness', 'Commitment to community service']",Positive,Empowering,8,Community
"As the marathon reached its final stretch, every step burned with exhaustion, but an overwhelming pride and determination pushed me to cross the finish line.",Determination,"['Exhaustion', 'Pride']","['Admiration for perseverance', 'Gratitude for inner strength']",Positive,Motivational,8,Achievement
"As I watched the final scenes of the heartfelt movie, I felt an intense sadness for the character’s loss, mixed with admiration for their resilience and gratitude for the reminder of life’s fragility.",Sadness,"['Admiration', 'Gratitude']","['Reflection on human strength', 'Commitment to cherishing moments']",Mixed,Reverent,9,Entertainment
"Watched my coworker nail a presentation today. I felt so proud of them, but it also made me realize I need to work on my own confidence. Time to level up! 💼",Admiration,"['Jealousy', 'Motivation']","['Reflection on self-improvement', 'Commitment to personal growth']",Ambiguous,Encouraging,6,Workplace
Helping an injured bird recover and watching it fly again filled me with a profound sense of connection to life and purpose.,Accomplishment,"['Gratitude', 'Serenity']","['Fulfillment about nurturing', 'Joy about restoration']",Positive,Supportive,9,Nature
"I just finished a huge project at work. It was stressful, but now that it’s done, I feel such a sense of relief. I’m already looking forward to the next challenge. 🎯",Relief,"['Pride', 'Anticipation']","['Reflection on hard work', 'Commitment to growth']",Positive,Empowering,8,Career
"Lost my job unexpectedly this week. I’m crushed, but I know this is just a chapter, not the whole book. Time to dust myself off and start looking for the next opportunity. 💼",Despair,"['Hope', 'Determination']","['Reflection on resilience', 'Commitment to adaptability']",Negative,Encouraging,8,Career
"I’ve been thinking a lot about the future. There’s a mix of hope, but also fear of what’s to come. 🌱",Hope,"['Fear', 'Anticipation']","['Reflection on change', 'Commitment to growth']",Mixed,Conflicted,7,Personal Growth
"I’ve been thinking a lot about my future and where I want to go. I feel excited, but also a bit scared. 🎢",Excitement,"['Fear', 'Hope']","['Reflection on possibilities', 'Commitment to courage']",Mixed,Conflicted,8,Personal Growth
"The audience’s applause rang out as the curtain closed, but while I smiled outwardly, I wrestled with a quiet self-doubt about whether I truly deserved the recognition.",Pride,"['Gratitude', 'Self-Doubt']","['Awareness of internal conflict', 'Motivation for continued growth']",Mixed,Humble,7,Performance
"I tried something new today, but I’m not sure how I feel about it. It wasn’t bad, but it wasn’t great either. Just... okay. 🤷‍♀️",Neutral,"['Indifference', 'Curiosity']","['Reflection on novelty', 'Commitment to new experiences']",Neutral,Reflective,6,Everyday Life
"When I finally accomplished my goal of publishing my first novel, I felt an overwhelming sense of pride and joy. But there was also a small voice inside me that wondered if this success was enough or if I could ever reach that level again.",Pride,"['Joy', 'Insecurity']","['Satisfaction from success', 'Doubt about future achievements']",Mixed,Assertive,9,Creativity (Writing)
"The fear of failure has been holding me back. I want to try something new, but I’m scared it won’t work out. 🧠",Fear,"['Insecurity', 'Apprehension']","['Reflection on fear', 'Commitment to courage']",Negative,Reassuring,8,Personal Growth
"Seeing the handwritten letter from an old friend, I was struck by a wave of nostalgia, the warmth of their words balanced with an ache for the distance between us.",Nostalgia,"['Love', 'Bittersweetness']","['Gratitude for enduring bonds', 'Regret for time apart']",Mixed,Supportive,8,Friendship
"When my friend revealed their struggles to me, I felt a deep compassion for their pain, mixed with sadness for not noticing sooner and a resolve to be more present for them moving forward.",Compassion,"['Sadness', 'Determination']","['Gratitude for their trust', 'Commitment to empathy']",Mixed,Supportive,8,Relationships
"I feel a little guilty for not doing more today, but honestly, I needed the break. The balance is hard to find. 😅",Guilt,"['Contentment', 'Nostalgia']","['Reflection on self-worth', 'Commitment to finding balance']",Mixed,Conflicted,8,Self-Reflection
"I was surrounded by people today, but I’ve never felt more alone. It’s like no one really understands what I’m going through, and I’m too scared to open up. 😓",Isolation,"['Sadness', 'Fear']","['Reflection on vulnerability', 'Commitment to finding connection']",Negative,Supportive,9,Mental Health
I feel so distant from my old friends. It’s like we’re living in different worlds now. 😢,Loneliness,"['Sadness', 'Longing']","['Reflection on relationships', 'Commitment to reconnection']",Negative,Supportive,9,Friendship
